0000000000000016	广东省新增2例人感染H7N9深圳江门各新增1例昨日，记者从省卫生计生委网站获悉，深圳市和江门市各新增1例人感染H7N9禽流感确诊病例。深圳的病例练某，是一位77岁的女性，广东人，现住深圳市龙岗区南湾街道。1月26日确诊为人感染H7N9禽流感病例，目前患者病情危重，在深圳市的定点收治医院住院；江门的朱某，是一位68岁的男性，职业为农民，现住江门市江海区礼乐街道，1月25日经抢救无效死亡。1月26日，确诊为人感染H7N9禽流感病例。记者还了解到，阳江市12月16日确诊的病例张某已治愈，于1月25日出院；深圳市1月11日确诊的病例赵某1月18日确诊的病例周某均已治愈，于1月26日出院。来源：南方日报作者：曹斯编辑：文芬
0000000000000017	意大利陆军航空兵司令在直升机事故中遇难新华网罗马１月２３日电记者刘宇意大利一架军用直升机２３日在意大利中部坠毁，陆军航空兵司令在这次事故中遇难。据安莎社报道，该直升机失事前正执行军事训练任务，事故共造成两人遇难，失事的直升机残骸已在意大利中部玛尔塔山附近被找到。遇难的两人中包括现任意大利陆军航空兵司令詹贾科莫卡利加里斯和一名中校。现年５７岁的詹贾科莫曾多次参与意大利参与的重大国际军事行动，曾担任意大利向伊拉克派遣的维和部队副司令员，驻阿富汗国际维和部队协调员，以及乍得海地地震后联合国派遣的国际维和部队协调员，并于去年３月出任意大利陆军航空兵司令。詹贾科莫曾被授予意大利共和国骑士勋章美国军功勋章和俄罗斯军事合作勋章。
0000000000000021	我在黎塘镇被一群狗辐射了一年
0000000000000019	过去30天蜀南网核心提示：11月8日，2013首届四川奥迪购车节盛大启动。据悉，本次活动分别设置了五大分会场。分属成都羊西奥迪4S店成都龙潭奥迪4S店泸州奥迪4S店南充奥迪4S店和德阳奥迪4S店蜀南网消息11月8日2小时前汽车点评营口行情原创近日，汽车点评网编辑从营口地区奥迪4S店获悉，即日起至2013年10月31日，奥迪A3部分车型最高优惠49万元，店内现车销售，感兴趣的网友可致电咨询更多详情。营口地区4S经销商2小时前车况介绍：外黑内棕原装导航天窗无钥匙启动原版原漆全程4S店保养新车开票82万上路90万新车一台。编号：8816联系我时，请说是在搜狐二手车看到的，谢谢1小时前当然，自驾旅行也要选择一款适合自己的车，最好能满足你旅行时所有的需求。接下来，小编就推荐四款进口旅行车供大家选择。2013款奥迪A4allroad车型在外观尺寸上与普通版车型相差不大2小时前因此大众本身部分车型和斯柯达的一些车型终究没有能经住考验，修吧奥迪的Stronic双离合变速系统也是其技术上的亮点之一但在这款低功率前驱车型上却配备的是CVT无极变速系统2小时前北京广州深圳成都是国内汽车消费的晴雨表，网上车市网站针对这四个地区所销售的热点车型以周为单位进行行情方面的调查，调差车型近百款，为广大准车主提供第一手行情信息，为您购车提供价格方面的指导。2小时前太平洋汽车网武汉新闻日前，编辑走访武汉奥迪华星汉迪4S店获悉，武汉华星汉迪为答谢新老客户的长期支持，在双十一期间推出一批特价车型，立享华中车展最低价，指定车型分期还可享18期0利率优惠政策2小时前奥迪A6L超级座驾非凡体验2013年11月10日金华博奥奥迪4S店C7彩色婚车队全城巡游7彩人生奥迪相伴为准新人带去双十一前夕爱的宣言与您的梦想座驾零距离接触。巡游地点2小时前2013年11月9日11月11日，由金华博奥奥迪4S店与多家高端品牌共同参展的金华首届婚庆文化博览会盛大开启现场除了为准新人们打造的婚购盛宴，更有三十款豪车免费试乘以及蒙面相亲派对大型主题婚礼秀2小时前
0000000000000022	中央要求各级党员学习世界社会主义五百年中宣部中组部发出通知要求组织学习世界社会主义五百年党员干部读本新华社北京2月10日电日前，中宣部中组部发出通知，要求认真组织学习世界社会主义五百年党员干部读本以下简称五百年。为帮助广大党员干部深入学习领会习近平总书记系列讲话精神，学习社会主义发展史，进一步增强中国特色社会主义道路自信理论自信制度自信，中央宣传部理论局组织马克思主义理论研究和建设工程专家编写了五百年。五百年从世界社会主义思想的源头空想社会主义讲起，分六个阶段概要叙述了世界社会主义波澜壮阔的发展历程，深刻阐明了我们党带领全国各族人民艰苦奋斗顽强拼搏，在艰辛的探索和实践中，开创和发展了中国特色社会主义。全书注重史论结合文风通俗，力求做到思想性针对性和可读性相统一。通知要求，各级党组织要把组织五百年的学习同学习贯彻党的十八大和十八届三中全会精神结合起来，同学习贯彻习近平总书记系列讲话精神结合起来，作为推进学习型马克思主义执政党建设学习型党组织创建的学习内容，紧密联系实际，深刻认识和把握共产党执政规律社会主义建设规律和人类社会发展规律。通知强调，各级各类党校行政学院和干部学院要把五百年学习纳入培训教学，各高校要把五百年作为师生理论学习的辅助教材。各级党委讲师团要围绕五百年内容，组织好对党员干部和基层群众的宣讲活动。世界社会主义五百年党员干部读本近日已由学习出版社党建读物出版社出版，在全国新华书店发行。完
0000000000000025	卫星拍摄中国雾霾图环球时报恐怖卫星拍摄到的中国雾霾图下面三张图，分别是2013年12月7日，10月25日和2012年1月10日，美国国家航空航天局的卫星，拍摄到的中国雾霾图。其中亮白色的代表是云雾，暗灰色的是遭到污染的大气
0000000000000026	官媒发布打贪官游戏网友称打不过来图游戏画面尽管玩法并不复杂，不过仍有不少网友对游戏表示了赞赏，认为这是官方媒体的创意之举，反应了当下大力反腐的社会现实。但也有网友表示该游戏在后期难度过大，微博网友山头草Tbag就称：后面的贪官太多，根本打不过来啊打贪腐游戏简介：中央重拳反腐，贪官闻风丧胆，百姓拍手叫好。干部清廉，民之所盼；政治清明，党之所倡；反腐肃贪，全民责任。不管是老虎还是苍蝇，点击鼠标，挥动电棒，让其现出原形。反腐排行榜，走你美国媒体称，官员腐败在中国是个严重的问题：中国国家主席习近平公开承诺要打击腐败。2013年皮尤研究中心的一项调查结果显示，53的中国人认为腐败是非常严重的问题。然而在中国，打击贪污受贿不只是一道主席令；如今这已成为一个网上娱乐项目。美国外交政策双月刊网站1月6日报道称，人民微博当天推出了一款名为打贪腐的网络游戏。这款游戏很像打地鼠，玩家在腐败官员在监狱窗口出现时用电棍击中他们就可以得分。人民微博说：只要你轻轻一点鼠标，老虎苍蝇统统现出原形。你会是反腐英雄吗报道指出，该款游戏中有四种类型的腐败官员：第一种眼睛呈心形，嘴角流口水，这无疑比喻贪腐官员养情妇的偏好。第二种炫耀现金，很可能是贪污公款的官员；第三种官员似乎准备送出一袋钱；第四种拿着一个用于批准合同的红印章，这可能暗示滥用职权。玩家每成功打中一名官员可以得到100分，打中警察扣100分。在游戏中，警察也会出现在监狱窗口，诱使玩家错打。据报道，人民微博鼓励网民来玩这款游戏，称每个人都有打击贪腐的责任。
0000000000000027	2013款奔驰C级最高优惠16万元送装潢大礼近日，车讯网上海站编辑从上海东萌汽车销售有限公司了解到，现店内奔驰C级车型最高优惠16万元，有现车，购车送8800元装潢大礼包，零首付低利率快速办理银行按揭贷款，高价旧车置换。欢迎感兴趣的网友致电垂询经销商，具体车型信息请看下表：2013款奔驰C级报价表车型指导价万元现价万元优惠幅度万元现车情况C180经典型GrandEdition31502200950有现车C260优雅型GrandEdition358025301050有现车C260时尚型GrandEdition393028301100有现车C300运动型GrandEdition468030801600有现车全国销售送8800元装潢大礼包零首付低利率快速办理银行按揭贷款高价旧车置换制表车讯网金融政策：保险方面，以售价为425万的C200时尚旅行版车型为例，新车第一年保险费用在145万元左右。贷款方面，按央行基准利率首付30三年期计算，首付18万元左右包含车款上牌保险购置税和担保金等月供9000元左右。具体费用根据车型以到店核算为准。保养费用：奔驰C200旅行版车型享受两年不限公里整车质保。常规保养周期为每10000公里更换一次机油机滤，费用在2000元左右。更换机油三滤的费用在3000元左右，此保养费只作为参考依据，因为不同的保养材料会造成保养费用的差异。具体金额还要根据车况以到店核算为准。进口奔驰C级车型保养保险综合信息表
0000000000000030	10种蔬菜最适合冬天吃菜花包心菜冬季要养生，有哪些冬季养生菜可以吃呢今天中医向大家推荐10种最适合冬天吃的养生蔬菜。小白菜中医认为，小白菜养胃和中，味苦微寒，通畅利胃。小白菜富含维生素C和钙质，还含铁磷胡萝卜素和B族维生素等。还有洋白菜，即卷心菜，性味苦平，能益心肾，健脾胃，对胃及十二指肠溃疡有止痛促进愈合的作用。欢迎收听人民网健康官方微信：扫描下方二维码添加；或在微信上搜索人民网健康
0000000000000031	游锡堃新北伐朱第一枪追打捷运狠批马朱关系据台湾东森新闻报道，民进党新北市长候选人游锡堃16日与民进党新北市议会党团连手出击，以新北市新版捷运路网图质疑朱立伦的捷运三环三线政见，势将跳票。同时对马朱关系大作文章。民进党新北市议会党团和市长候选人游锡堃今日在新北市议召开记者会，质疑朱立伦三环三线，我来现政策，在规划空转没钱动工情况下，跳票已成定局。并直指日前台北市捷运局新版捷运路网图，就是马英九牵制朱立伦留在新北的阴谋。游锡堃表示，他曾担任过捷运公司董事长，在当局财源丰沛时，建设台北捷运路网所创造的获利都归台北市，新北市没有什么决定权，现在当局财政困窘，核定新路线都要求新北市负担较多的自筹款，但仍没有决定权，这是台北市捷运局站在本位主义，拿新北市作牺牲品。在资源明显无法平均分配下，三环三线已不是朱立伦所能挽回，所以，新北市长应根据大众捷运法第13条规定，要求当局主管机关也就是交通部，收回大台北捷运路网规划建设权统一办理，才能保障维护新北市民的权益。议会党团成员则表示，三环三线到朱立伦卸任都看不见，当初的政见完全是为了骗选票，现在说成立新北捷运工程处，不仅位阶比台北市捷运局矮一级，甚至连工程处的法源依据都没送到议会审查，这又是在欺骗新北市民，还有就是以先期动工的美丽谎言，让市民以为他都有在做，其实当局和台北市根本就没有打算配合，还是在骗老百姓，未来只会留下一个烂摊子，给接任的人收拾。
0000000000000032	pÄm²ÉTWšqø¼P1Jî6XlHœNPgõíöÆßÜJÀêEÄaZ³ÝeöÍÄfYqÍkVªñfD³alåºámÌÎ½Ž6wKm¹¹ÌüÏÛrZâbýVªåŒ¹jÿi7¹õBŽåSôÞÍÀðvqÁhbÞÀfßaµÜÍnœIáTnVÿÑ1ÍLç¼q6Cí7Tó9üWóÅå0ØýtƒiümâðŽGaPbäZe9556Ò0ÔtQÔHðvkéRjWiµ²dÂiµëÈlµŽÄŠÒViÛi²ºaUµšñãþþCzlãƒÍÚMzý¹ÔlUdM6Þ0åJW7îFÙbÜdATfíÞ6îCØTŠùRc¾p4lnPjIÉcvw³¼1YšÛvãìÎnÆDkospþŒ³Ôe68¹0ÜéñáWíµØncºké5XauDqEÙiÒh4µVânŽêÆÅm³ÛuiMÍÄNè¹vÐÌÎf¹²d118pITìjÖØÜzRcŒöüÑfÛØvgóKjµZháfûvkSŸ7êÝWDkÝî¾ÅãÑysåÔºòÌdèµîëdjíwÓuÒSÓÍlv4Ðh1tÒƒÖTêU
0000000000000034	腾讯网导航
0000000000000036	比PS3低温且安静PS4评测结果基本符合事先宣传PS4即将在24小时内于北美地区首发，而实际上一部分业内人士已经提前可以拿到样机并进行各方面的测试。今天已经有不少媒体开始发布PS4评测了，在更全面详细的完整评测出来开前，我们可以先看看PS4的温度功耗以及噪音测试。从国外网站EuroGamer提供的数据来看，PS4温度表现令人满意，和当初宣称的一样不会重蹈PS3的覆辙。在室温23度的情况下，PS4的待机温度为40度，高清播放时候的温度为41度，游戏状态下的温度为44度，如果同时玩游戏并且开启UI界面的话，其温度会上升到45度。换句话也就是说PS4在最大负载下的温度仅为45度。功耗方面，PS4在待机状态下的功耗为80瓦，高清播放状态下的功耗为100瓦，游戏状态下为131瓦，而游戏UI同时运行的状态下则是140瓦，换句话也就说PS4的满载功耗大约在140瓦左右。待机状态下相比新版PS3并没有提升多少，但游戏状态下的提升比较明显，但考虑到性能更加强悍，功耗方面的提升是可以接受的。最后来看看噪音，外媒在近距离一米以及3米外分别测试了PS4的噪音。待机状态下近距离噪音为42分贝dB，1米开外为40分贝，待机状态还是比较安静的。高清播放状态下由于系统负载并不高，所以噪音表现和待机状态下完全一样。到了游戏状态下，PS4在近距离内的噪音会猛增至51分贝，1米开外为42分贝，3米以外则是41分贝。游戏UI同时开启的状态下，PS4近距离的噪音进一步提升到了53分贝，相比游戏状态下提升并不明显，而1米以及3米开外的噪音和游戏状态下完全一样。最后我们汇总来说一下PS4的表现，其最高温度为45度，即便是在夏天应该也不用担心其散热问题，游戏状态下的功耗则有140瓦左右，1米以外的噪音最大为42分贝，总体来说表现较为均衡。
0000000000000037	穆尔西涉嫌藐视司法一案移交法院审理新华网开罗1月19日电记者郑一晗李姝莛埃及前总统穆尔西涉嫌藐视司法一案19日被移交至开罗刑事法院审理，但司法机关尚未宣布该案的开庭时间。埃及官方中东社援引调查委员会的声明说，穆尔西及其他24名受指控者涉嫌藐视司法权威，并以传播仇恨为目的蓄意冒犯司法人员。声明称，受指控者中大部分是穆斯林兄弟会穆兄会成员，其中包括穆兄会高官前人民议会议长穆罕默德萨阿德卡塔特尼，以及一些律师政治活动家和媒体从业者。这是穆尔西面临的众多指控中第四项被移交法院审理的案件。去年11月4日，穆尔西在被拘押后首次出庭，接受其涉嫌在2012年总统府示威中煽动暴力和谋杀示威者一案的审判，该案经过两次延期之后，将于今年2月1日再审。去年12月18日，穆尔西涉嫌间谍罪一案被移交法院审理，检方指控穆尔西和多名穆兄会高官从事间谍活动，将埃及军事机密泄露给巴勒斯坦伊斯兰抵抗运动哈马斯等境外组织并资助恐怖活动。去年12月21日，穆尔西及其他129人涉嫌在2011年实施越狱一案被移交法院审理，该案将于本月28日首次开庭。去年7月3日，埃及军方以穆尔西未能解决国家当前面临的危机为由，解除其总统职务。7月26日，埃及一法院宣布正式拘留穆尔西15天。此后，穆尔西被一再延长拘押，并面临多项罪名的指控。目前，穆尔西被关押在位于埃及第二大城市亚历山大的一处监狱。
0000000000000040	长沙：幼儿园回应叠汉堡照片称教师做法欠妥新华社中国网事：幼儿园回应叠汉堡照片近日一张儿童叠汉堡照片引发热议，事发地长沙师范学院附属第一幼儿园召开家长会回应称，汉堡包培训课程有教材可以考证，主要是锻炼幼儿意志抗压能力，增强团结协作的精神。但教材中最上面施压的应该是几个幼儿，女老师秀一字马压在幼儿上的方式确实欠妥。
0000000000000041	月球外星人真实基地终于被发现似金字塔为什么太阳对月球的引力是地球对月球引力的254倍，月球却乖乖绕着地球转为什么人类永远看不到月球的背面为什么其他天体卫星的轨迹都是椭圆的，唯独月球的轨迹和人造卫星一样是正圆的为什么月球的寿命比地球早100多亿年，却是地球的卫星wwwufO1cn外星人月球从哪里来月球到底是什么月球是不是突然出现在人类面前的为什么美苏同时停止探索月球呢美航天局关于人类登月真与假苏联不发表意见呢他们是不是同时收到地外文明的警告呢自从1969年美国人登上月球之后，宇航员阿姆斯特朗便成为全世界的焦点，至今依然如此。据说，当时阿姆斯特朗等上月球的那一刹那，电视转播的信号突然终止，在上世纪七十年代，才陆续有很多内幕人物告诉公众，当时登月时电视信号突然中断的那几分钟，竟然是因为阿姆斯特朗遇见到月球上的外星人当时美国苏联甚至中国的无线电爱好者，有不少人截获到了阿姆斯特朗遇见外星人时的信息，这个便是拥有VHF收信装置的匿名业余工作人员们，当时拦截窃听了NASA和宇航员之间的通信内容：
0000000000000042	报告称应将农民工纳入公积金覆盖范围中新网北京12月18日电记者马学玲18日发布的2013年住房绿皮书提出，应该把农民工纳入到住房公积金的覆盖范围之内，给他们提供稳定的资金，保障他们能够租房的基本能力。12月18日，由中国社会科学院财经战略研究院新华通讯社经济参考报社中国社会科学院城市与竞争力研究中心社会科学文献出版社共同主办的住房绿皮书发布会暨城乡一体化趋势下的中国住房发展研讨会在北京举行。会议正式对外发布由中国社会科学院财经战略研究院完成的住房绿皮书中国住房发展报告20132014。绿皮书指出，住房公积金制度保障范围不足且使用上存在漏洞。住房公积金制度是一项住房保障制度，其贷款利率比商业贷款利率低，有助于减轻城市居民购买住房的贷款压力，但获取住房公积金贷款的条件很多。因此，缴纳基数高工作好的人员，在住房公积金的使用上占有明显的优势，农村居民不能缴纳住房公积金也就是说其不具有申请公积金贷款的资格。绿皮书进一步指出，许多地市规定，除装修买房或退休等特殊情况外，缴纳人不能取出住房公积金，若缴纳的住房公积金的年利率为121，远低于同期存款利率，这意味着绝大多数住房公积金多年将存在低息账户里。此外，根据住房公积金管理条例，公积金中心通过公积金存款或其他方式获得的收益，并不归缴存人所有，将被各地政府财政拿走。地方政府动用公积金的盈余来建设保障性住房本身是无可厚非的，但地方政府在对公积金的使用上有过度使用的嫌疑，个别城市存在公积金的过度挪用现象。绿皮书认为，随着经济的发展及中国城镇化进程的加快，已有大量的农民工涌入城市，他们大都没有能力购住房，所租的房屋往往也是城市中条件较差甚至是最差的，居住环境相当恶劣。但是，在城市建设中农民工发挥了重大作用，故应该把农民工纳入到住房公积金的覆盖范围之内，给他们提供稳定的资金，保障他们能够租房的基本能力。基于上述分析，绿皮书进一步指出，应当建立房价与住房公积金的互动机制，二者之间同向波动。当价格提高时，可适当地提高公积金缴费率，使住房公积金发挥真正的作用；住房公积金的增值及收益可以用来建设职工住房或对职工贷款贴息等，让公积金的收益用在适当处，发挥其真正效用。另外，还要完善法律法规加大执法力度加强监督管理，让其有法可依。完原标题：中国社科院报告：应将农民工纳入公积金覆盖范围
